Booking_ID,Hotel_Type,Hotel_Location,Booking_Date,Arrival_Date,Lead_Time_Days,Weekend_Nights,Weekday_Nights,Adults,Children,Babies,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings,Room_Type_Reserved,Room_Type_Assigned,Booking_Changes,Deposit_Type,Agent_ID,Days_In_Waiting_List,Customer_Type,Meal_Type,Total_Nights,ADR,Required_Car_Parking_Spaces,Total_Special_Requests,Satisfaction_Score,Reservation_Status,Is_Canceled,Reservation_Status_Date,Estimated_Revenue,Has_Company,Arrival_Month,Arrival_Year,Total_Guests
HTL020119,Resort Hotel,Bali,2024-08-27,2024-08-28,1,3,0,2,0.0,0,Are,Groups,Direct,0,0,0,G,G,0,Refundable,132.0,2.0,Transient,Hb,3.0,195.64,0,2,3.22,Check-Out,0,2024-08-30,586.91,1,August,2024,2.0
HTL015537,City Hotel,London,2025-12-31,2026-04-13,103,1,2,3,0.0,0,Fra,Offline Ta/To,Ta/To,0,0,0,E,E,2,No Deposit,154.0,0.0,Contract,Fb,3.0,125.97,0,1,3.8,Check-Out,0,2026-04-16,377.9,0,April,2026,3.0
HTL015349,City Hotel,Lisbon,2024-03-16,2024-04-27,42,1,2,2,0.0,0,Ind,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,78.0,0.0,Transient-Party,Bb,3.0,82.89,0,2,3.09,Check-Out,0,2024-04-28,248.66,0,April,2024,2.0
HTL024358,Resort Hotel,Goa,2024-01-07,2024-04-25,109,3,1,2,0.0,0,Gbr,Online Ta,Ta/To,0,0,0,E,E,0,No Deposit,82.0,0.0,Group,Bb,4.0,199.51,0,1,4.56,Check-Out,0,2024-04-28,798.06,0,April,2024,2.0
HTL005918,City Hotel,Barcelona,2025-07-07,2026-03-16,252,0,1,3,2.0,0,Can,Online Ta,Ta/To,0,0,0,F,C,4,No Deposit,57.0,1.0,Group,Sc,1.0,93.4,0,0,3.34,Check-Out,0,2026-03-16,93.4,0,March,2026,5.0
HTL016415,Resort Hotel,Maldives,2024-06-05,2024-11-01,149,3,4,2,0.0,0,Irl,Online Ta,Ta/To,0,0,0,A,H,0,Non Refund,20.0,2.5,Transient-Party,Hb,7.0,128.57,0,1,3.71,Canceled,1,2024-11-08,900.0,0,November,2024,2.0
HTL004982,City Hotel,London,2024-12-01,2025-10-15,318,0,6,3,1.0,0,Jpn,Corporate,Corporate,0,0,0,B,E,0,Non Refund,32.0,1.0,Group,Bb,6.0,134.405,0,3,3.64,Canceled,1,2025-10-20,752.94,1,October,2025,4.0
HTL002656,City Hotel,Barcelona,2025-07-04,2026-03-29,268,3,4,1,0.0,0,Can,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,144.0,1.0,Contract,Sc,7.0,110.57,0,1,3.8,Canceled,1,2026-04-02,774.02,0,March,2026,1.0
HTL024703,City Hotel,Lisbon,2024-09-10,2024-11-16,67,1,2,2,0.0,0,Nor,Offline Ta/To,Ta/To,0,0,0,B,B,0,No Deposit,121.0,0.0,Group,Fb,3.0,83.64,1,1,3.89,Canceled,1,2024-11-19,250.92,0,November,2024,2.0
HTL004374,City Hotel,Amsterdam,2025-09-03,2026-08-02,333,2,2,2,0.0,0,Aus,Online Ta,Ta/To,0,0,0,G,G,1,Non Refund,52.0,2.0,Contract,Sc,4.0,143.66,0,2,4.31,Canceled,1,2026-08-05,574.65,0,August,2026,2.0
HTL005379,City Hotel,Barcelona,2025-07-22,2026-06-17,330,1,2,2,1.0,0,Fra,Online Ta,Ta/To,0,0,0,E,E,0,Non Refund,112.0,2.0,Transient,Sc,3.0,168.28,0,0,3.49,Canceled,1,2026-06-19,504.83,0,June,2026,3.0
HTL015971,City Hotel,London,2024-03-20,2024-06-27,99,1,1,2,1.0,0,Ita,Offline Ta/To,Ta/To,0,0,0,H,H,0,No Deposit,90.0,0.0,Group,Undefined,2.0,146.2,1,1,3.72,Check-Out,0,2024-06-28,292.39,0,June,2024,3.0
HTL024167,City Hotel,London,2025-12-07,2026-12-01,359,0,2,2,1.0,0,Chn,Direct,Direct,1,0,6,C,H,1,Non Refund,58.0,1.0,Transient,Sc,2.0,125.42,1,1,4.21,Canceled,1,2026-12-02,250.83,0,December,2026,3.0
HTL005851,City Hotel,Lisbon,2024-12-14,2025-05-29,166,0,2,2,0.0,1,Dnk,Online Ta,Ta/To,1,0,1,G,G,1,No Deposit,169.0,1.0,Transient,Fb,2.0,127.1,0,0,4.0,Canceled,1,2025-05-29,254.21,0,May,2025,3.0
HTL014737,City Hotel,Lisbon,2024-03-18,2024-08-03,138,2,1,2,1.0,0,Prt,Offline Ta/To,Ta/To,0,0,0,F,F,1,No Deposit,95.0,0.0,Transient,Bb,3.0,156.85,0,0,4.26,No-Show,1,2024-08-06,470.55,0,August,2024,3.0
HTL003980,Resort Hotel,Goa,2025-02-26,2025-08-19,174,1,6,2,0.0,0,Dnk,Corporate,Corporate,1,0,1,A,A,1,No Deposit,160.0,0.0,Group,Bb,7.0,152.83,0,2,4.44,Check-Out,0,2025-08-25,1069.79,1,August,2025,2.0
HTL023636,Resort Hotel,Maldives,2025-10-17,2026-05-28,223,1,2,2,1.0,0,Deu,Corporate,Corporate,1,0,1,E,E,1,Non Refund,40.0,2.5,Transient-Party,Sc,3.0,142.29,0,2,3.37,Canceled,1,2026-05-31,426.87,0,May,2026,3.0
HTL022050,City Hotel,Lisbon,2024-04-24,2024-12-24,244,0,1,2,0.0,0,Chn,Online Ta,Ta/To,0,0,0,F,F,0,Non Refund,94.0,0.0,Transient,Undefined,1.0,183.79,0,2,4.22,No-Show,1,2024-12-25,183.79,0,December,2024,2.0
HTL008061,City Hotel,Lisbon,2025-04-05,2025-09-25,173,1,3,3,1.0,0,Aus,Direct,Direct,0,0,0,A,E,0,Non Refund,12.0,0.0,Contract,Fb,4.0,96.93,0,0,3.96,Canceled,1,2025-09-27,387.71,0,September,2025,4.0
HTL022708,Resort Hotel,Goa,2025-09-25,2026-06-20,268,0,8,4,0.0,0,Dnk,Corporate,Corporate,1,0,12,C,E,0,Non Refund,85.0,0.0,Group,Fb,8.0,132.57,0,1,3.48,Canceled,1,2026-06-23,1060.6,1,June,2026,4.0
HTL017364,Resort Hotel,Phuket,2024-07-19,2024-12-04,138,0,2,3,1.0,0,Jpn,Online Ta,Ta/To,0,0,0,H,H,0,No Deposit,176.0,0.0,Group,Hb,2.0,263.84124999999995,0,1,3.7,Check-Out,0,2024-12-05,547.42,0,December,2024,4.0
HTL004737,City Hotel,Barcelona,2024-11-22,2025-06-08,198,3,1,2,0.0,0,Irl,Online Ta,Ta/To,1,0,4,D,D,2,Non Refund,29.0,1.0,Contract,Hb,4.0,127.29,0,4,3.91,Canceled,1,2025-06-09,509.15,0,June,2025,2.0
HTL021692,Resort Hotel,Bali,2024-06-16,2024-10-31,137,3,1,2,0.0,0,Aus,Online Ta,Ta/To,0,0,0,A,A,1,No Deposit,46.0,0.0,Transient-Party,Undefined,4.0,134.42,1,2,3.55,Canceled,1,2024-11-03,537.69,0,October,2024,2.0
HTL007357,Resort Hotel,Maldives,2024-04-13,2024-09-13,153,3,3,1,0.0,0,Can,Groups,Direct,0,0,0,H,H,3,Non Refund,156.0,0.0,Group,Sc,6.0,234.73,0,1,3.42,Canceled,1,2024-09-14,1408.35,1,September,2024,1.0
HTL010887,Resort Hotel,Maldives,2024-10-04,2024-12-08,65,0,4,1,1.0,0,Unknown,Online Ta,Ta/To,0,0,0,F,F,0,No Deposit,0.0,2.5,Contract,Fb,4.0,232.12,0,1,4.19,Check-Out,0,2024-12-12,928.5,0,December,2024,2.0
HTL021489,City Hotel,Barcelona,2025-06-08,2026-06-08,365,0,1,3,1.0,0,Fra,Groups,Direct,0,0,0,D,D,0,No Deposit,6.0,0.0,Contract,Bb,1.0,109.15,0,0,4.09,Canceled,1,2026-06-09,109.15,1,June,2026,4.0
HTL007715,Resort Hotel,Maldives,2024-02-04,2024-12-17,317,0,4,2,0.0,0,Ind,Offline Ta/To,Ta/To,0,0,0,E,E,2,Non Refund,49.0,0.0,Transient-Party,Hb,4.0,191.55,0,4,4.21,Canceled,1,2024-12-19,766.2,0,December,2024,2.0
HTL001427,Resort Hotel,Bali,2024-04-14,2025-03-27,347,3,2,2,0.0,0,Nor,Online Ta,Ta/To,0,0,0,G,A,1,Non Refund,68.0,2.0,Group,Sc,5.0,203.27,0,0,3.66,Canceled,1,2025-03-30,1016.36,0,March,2025,2.0
HTL009760,City Hotel,Barcelona,2024-10-30,2025-05-16,198,0,4,2,0.0,0,Bra,Online Ta,Ta/To,0,0,0,F,F,2,Non Refund,24.0,0.0,Transient-Party,Fb,4.0,109.25,0,1,3.23,Canceled,1,2025-05-19,437.0,0,May,2025,2.0
HTL008391,Resort Hotel,Phuket,2024-12-09,2025-03-23,104,0,5,3,2.0,0,Chn,Online Ta,Ta/To,0,0,0,A,A,0,Non Refund,139.0,2.5,Group,Hb,5.0,81.8,0,0,3.43,Canceled,1,2025-03-26,408.99,0,March,2025,5.0
HTL009743,City Hotel,Amsterdam,2025-01-24,2025-05-27,123,1,2,2,0.0,0,Bra,Online Ta,Ta/To,0,0,0,D,D,0,Non Refund,177.0,0.0,Group,Fb,3.0,121.93,0,1,3.32,Canceled,1,2025-05-30,365.79,0,May,2025,2.0
HTL016892,Resort Hotel,Goa,2025-10-04,2025-11-09,36,1,5,2,0.0,0,Dnk,Online Ta,Ta/To,0,0,0,F,H,1,No Deposit,20.0,0.0,Group,Fb,6.0,148.68,0,2,4.33,Canceled,1,2025-11-14,892.09,0,November,2025,2.0
HTL013533,City Hotel,London,2025-10-24,2026-07-09,258,0,2,2,0.0,0,Ita,Online Ta,Ta/To,0,0,0,A,A,0,Non Refund,141.0,0.0,Transient,Sc,2.0,85.55,2,3,3.86,Canceled,1,2026-07-10,171.1,0,July,2026,2.0
HTL019480,Resort Hotel,Algarve,2024-09-15,2025-02-15,153,0,3,2,0.0,0,Fra,Groups,Direct,0,0,0,F,D,2,Non Refund,153.0,0.0,Transient-Party,Unknown,3.0,148.66,1,1,3.75,Check-Out,0,2025-02-16,445.97,1,February,2025,2.0
HTL009219,Resort Hotel,Algarve,2025-02-13,2025-05-27,103,0,1,2,0.0,0,Prt,Corporate,Corporate,0,0,0,D,D,0,No Deposit,138.0,0.0,Transient-Party,Fb,1.0,162.39,0,0,3.51,Check-Out,0,2025-05-28,162.39,1,May,2025,2.0
HTL024852,Resort Hotel,Goa,2024-01-06,2024-08-02,209,1,2,2,1.0,0,Sau,Corporate,Corporate,0,0,0,E,E,1,No Deposit,76.0,0.0,Transient,Undefined,3.0,190.45,0,1,3.98,Canceled,1,2024-08-02,571.34,0,August,2024,3.0
HTL022222,City Hotel,Dubai,2024-10-17,2025-01-17,92,1,3,2,1.0,0,Prt,Offline Ta/To,Ta/To,0,0,0,B,B,0,No Deposit,123.0,1.0,Contract,Undefined,4.0,98.71,0,1,3.94,Check-Out,0,2025-01-20,394.82,0,January,2025,3.0
HTL010900,City Hotel,London,2024-09-02,2024-10-06,34,1,1,2,0.0,0,Are,Direct,Direct,1,2,2,G,G,0,Non Refund,128.0,0.0,Transient-Party,Fb,2.0,157.56,2,0,3.58,Canceled,1,2024-10-06,315.13,0,October,2024,2.0
HTL020046,City Hotel,Amsterdam,2024-02-14,2024-04-16,62,1,0,2,0.0,0,Can,Offline Ta/To,Ta/To,0,0,0,A,A,0,Non Refund,47.0,0.0,Group,Fb,1.0,86.04,0,0,3.86,Canceled,1,2024-04-17,86.04,0,April,2024,2.0
HTL003193,City Hotel,Lisbon,2025-07-23,2025-09-30,69,1,0,2,0.0,0,Nld,Offline Ta/To,Ta/To,0,0,0,E,E,0,Non Refund,111.0,0.0,Contract,Bb,1.0,108.89,0,2,3.76,Canceled,1,2025-10-01,108.89,0,September,2025,2.0
HTL013756,Resort Hotel,Phuket,2024-05-28,2025-04-10,317,0,9,4,0.0,0,Prt,Offline Ta/To,Ta/To,0,0,0,F,F,0,Non Refund,115.0,0.0,Transient,Bb,9.0,194.05,0,1,3.85,Canceled,1,2025-04-12,1497.9950000000001,0,April,2025,4.0
HTL004613,City Hotel,Dubai,2024-10-06,2025-05-06,212,3,1,3,1.0,0,Bra,Offline Ta/To,Ta/To,0,0,0,F,F,0,Non Refund,78.0,0.0,Contract,Fb,4.0,158.54,1,1,3.45,Canceled,1,2025-05-10,634.17,0,May,2025,4.0
HTL009692,Resort Hotel,Goa,2024-07-27,2025-04-08,255,2,3,3,0.0,0,Nld,Offline Ta/To,Ta/To,0,0,0,H,H,2,No Deposit,72.0,0.0,Group,Undefined,5.0,241.72,0,1,3.57,Check-Out,0,2025-04-09,1208.59,0,April,2025,3.0
HTL021883,City Hotel,Barcelona,2024-09-27,2025-04-18,203,1,3,4,0.0,0,Can,Online Ta,Ta/To,1,0,9,D,D,0,Non Refund,22.0,1.0,Group,Bb,4.0,83.56,2,1,4.14,Canceled,1,2025-04-21,334.25,0,April,2025,4.0
HTL006251,City Hotel,London,2024-03-11,2024-06-30,111,0,3,2,0.0,0,Sau,Groups,Ta/To,0,0,0,D,D,0,Non Refund,40.0,0.0,Transient-Party,Bb,3.0,143.78,0,1,3.7,Canceled,1,2024-07-02,431.35,1,June,2024,2.0
HTL015232,City Hotel,Dubai,2024-10-24,2025-09-13,324,3,2,4,0.0,0,Jpn,Direct,Direct,0,0,0,E,E,0,No Deposit,137.0,0.0,Group,Sc,5.0,131.43,0,1,4.11,Canceled,1,2025-09-13,657.13,0,September,2025,4.0
HTL001098,City Hotel,London,2025-04-24,2025-07-05,72,0,2,2,1.0,0,Usa,Direct,Direct,0,0,0,C,C,2,Non Refund,174.0,0.0,Group,Fb,2.0,112.51,0,1,4.08,Canceled,1,2025-07-05,225.02,0,July,2025,3.0
HTL000365,Resort Hotel,Bali,2024-06-13,2025-02-23,255,3,2,2,0.0,0,Esp,Direct,Direct,0,0,0,B,B,1,Non Refund,31.0,0.0,Transient,Sc,5.0,92.54,0,2,3.81,Canceled,1,2025-02-24,462.72,0,February,2025,2.0
HTL020835,City Hotel,Dubai,2025-03-31,2026-02-23,329,3,1,2,0.0,0,Ita,Online Ta,Ta/To,0,0,0,E,E,0,Non Refund,2.0,0.0,Transient,Bb,4.0,131.62,0,0,3.9,Canceled,1,2026-02-25,526.48,0,February,2026,2.0
HTL002563,Resort Hotel,Algarve,2024-01-14,2024-11-21,312,2,0,2,2.0,0,Jpn,Direct,Direct,0,0,0,A,A,0,Non Refund,86.0,2.0,Transient,Hb,2.0,112.37,0,1,3.82,Canceled,1,2024-11-21,224.73,0,November,2024,4.0
HTL015330,City Hotel,Dubai,2024-07-27,2024-11-30,126,1,0,4,0.0,0,Deu,Direct,Direct,0,0,0,G,C,0,No Deposit,126.0,0.0,Transient-Party,Sc,1.0,139.23,1,1,4.27,Check-Out,0,2024-12-01,139.23,0,November,2024,4.0
HTL024587,City Hotel,London,2024-12-29,2025-02-13,46,1,2,2,0.0,1,Nor,Online Ta,Ta/To,0,0,0,H,H,0,No Deposit,123.0,0.0,Transient-Party,Sc,3.0,149.7,0,2,4.15,Check-Out,0,2025-02-14,449.09,0,February,2025,3.0
HTL022161,Resort Hotel,Maldives,2024-09-08,2024-11-20,73,0,8,2,0.0,0,Irl,Offline Ta/To,Ta/To,0,0,0,D,D,2,Non Refund,133.0,0.0,Transient,Bb,8.0,145.31,0,1,4.05,Canceled,1,2024-11-28,1162.44,0,November,2024,2.0
HTL004102,City Hotel,London,2024-11-08,2025-10-07,333,2,3,4,1.0,0,Esp,Online Ta,Ta/To,0,0,0,H,H,0,Non Refund,9.0,0.0,Contract,Bb,5.0,184.62,1,1,3.7,Canceled,1,2025-10-11,923.12,0,October,2025,5.0
HTL000142,City Hotel,Barcelona,2025-09-02,2025-12-26,115,1,2,2,0.0,0,Sau,Online Ta,Ta/To,0,0,0,D,D,2,No Deposit,68.0,2.0,Contract,Hb,3.0,140.36,0,3,4.06,Check-Out,0,2025-12-28,421.07,0,December,2025,2.0
HTL008270,Resort Hotel,Goa,2025-01-28,2025-07-27,180,1,1,2,2.0,0,Unknown,Online Ta,Ta/To,0,0,0,H,A,0,Non Refund,102.0,0.0,Group,Sc,2.0,263.84124999999995,0,1,4.24,Canceled,1,2025-07-29,566.61,0,July,2025,4.0
HTL000773,City Hotel,London,2024-09-10,2025-01-16,128,1,5,2,1.0,0,Sau,Direct,Direct,1,0,7,B,B,0,Non Refund,107.0,2.5,Transient,Hb,6.0,86.13,0,2,4.07,Canceled,1,2025-01-18,516.79,0,January,2025,3.0
HTL011058,City Hotel,Barcelona,2024-06-30,2024-09-10,72,3,2,2,0.0,0,Are,Corporate,Corporate,1,0,6,E,B,1,No Deposit,129.0,0.0,Transient-Party,Fb,5.0,89.46,0,0,4.19,Check-Out,0,2024-09-12,447.29,1,September,2024,2.0
HTL010702,City Hotel,Amsterdam,2025-07-23,2025-11-24,124,1,0,2,2.0,0,Usa,Online Ta,Ta/To,1,0,3,F,F,0,Non Refund,85.0,2.5,Transient,Hb,1.0,111.03,0,2,2.67,Canceled,1,2025-11-25,111.03,0,November,2025,4.0
HTL024700,City Hotel,Amsterdam,2024-10-12,2025-04-19,189,0,3,3,0.0,0,Chn,Online Ta,Ta/To,0,0,0,B,B,0,Non Refund,85.0,2.5,Group,Fb,3.0,59.69,0,0,3.83,Canceled,1,2025-04-19,179.06,0,April,2025,3.0
HTL014322,City Hotel,Amsterdam,2025-06-01,2026-01-10,223,2,2,4,0.0,0,Nld,Corporate,Corporate,0,0,0,H,F,2,Non Refund,143.0,0.0,Transient,Sc,4.0,116.09,0,0,3.88,No-Show,1,2026-01-14,464.34,1,January,2026,4.0
HTL006860,Resort Hotel,Phuket,2024-10-19,2025-05-08,201,2,1,1,0.0,0,Chn,Online Ta,Ta/To,0,0,0,F,F,1,Non Refund,49.0,0.0,Transient-Party,Fb,3.0,190.27,0,1,4.53,Canceled,1,2025-05-09,570.82,0,May,2025,1.0
HTL014574,City Hotel,London,2025-07-02,2025-10-30,120,0,4,1,0.0,0,Bel,Corporate,Corporate,0,0,0,F,F,2,Non Refund,42.0,1.0,Transient-Party,Undefined,4.0,144.44,0,1,3.64,Canceled,1,2025-11-02,577.77,1,October,2025,1.0
HTL004734,City Hotel,London,2024-03-08,2024-10-29,235,1,4,2,0.0,0,Sau,Online Ta,Ta/To,0,0,0,B,B,0,No Deposit,19.0,0.0,Group,Hb,5.0,90.77,2,0,3.69,Canceled,1,2024-11-03,453.84,0,October,2024,2.0
HTL000300,Resort Hotel,Phuket,2025-11-16,2026-08-26,283,2,4,2,1.0,0,Swe,Offline Ta/To,Ta/To,0,0,0,F,F,0,Non Refund,126.0,0.0,Group,Fb,6.0,206.33,0,3,4.62,Canceled,1,2026-08-31,1237.97,0,August,2026,3.0
HTL016147,Resort Hotel,Algarve,2025-06-27,2026-05-22,329,1,2,2,2.0,0,Sau,Offline Ta/To,Ta/To,0,0,0,G,G,1,Non Refund,110.0,0.0,Group,Fb,3.0,237.86,0,0,4.39,Canceled,1,2026-05-25,713.58,0,May,2026,4.0
HTL013216,City Hotel,Lisbon,2025-04-25,2025-12-18,237,1,0,2,0.0,0,Gbr,Online Ta,Ta/To,0,0,0,H,H,2,Non Refund,99.0,0.0,Contract,Hb,1.0,200.23,2,2,3.96,Canceled,1,2025-12-18,200.23,0,December,2025,2.0
HTL016782,City Hotel,Lisbon,2024-04-23,2024-08-25,124,0,2,2,0.0,0,Sau,Direct,Direct,0,0,0,F,C,0,Non Refund,116.0,2.5,Contract,Sc,2.0,170.06,0,0,3.07,Canceled,1,2024-08-27,340.11,0,August,2024,2.0
HTL018823,City Hotel,Barcelona,2025-03-31,2025-07-29,120,0,1,3,1.0,0,Nld,Online Ta,Ta/To,0,0,0,G,G,0,Non Refund,66.0,0.0,Transient-Party,Bb,1.0,175.94,0,1,4.08,Check-Out,0,2025-07-30,175.94,0,July,2025,4.0
HTL010079,City Hotel,Barcelona,2025-04-29,2025-10-16,170,0,2,1,0.0,0,Nld,Online Ta,Ta/To,0,0,0,H,F,2,No Deposit,98.0,2.5,Group,Undefined,2.0,177.83,0,0,3.66,Canceled,1,2025-10-18,355.67,0,October,2025,1.0
HTL012940,Resort Hotel,Phuket,2025-05-23,2025-11-20,181,1,6,2,0.0,0,Prt,Direct,Direct,0,0,0,A,A,0,Non Refund,112.0,2.5,Transient-Party,Bb,7.0,108.3,0,0,4.01,Canceled,1,2025-11-20,758.1,0,November,2025,2.0
HTL015013,Resort Hotel,Bali,2025-12-20,2026-02-12,54,2,1,3,0.0,0,Esp,Online Ta,Ta/To,0,0,0,G,G,0,No Deposit,20.0,0.0,Group,Sc,3.0,196.66,0,0,4.51,Check-Out,0,2026-02-12,589.99,0,February,2026,3.0
HTL023925,Resort Hotel,Bali,2025-01-14,2025-02-05,22,0,9,1,0.0,0,Jpn,Groups,Ta/To,0,0,0,F,F,0,Non Refund,13.0,0.0,Transient-Party,Hb,9.0,143.32,1,2,3.68,Check-Out,0,2025-02-14,1289.92,1,February,2025,1.0
HTL011557,City Hotel,Lisbon,2024-05-30,2024-10-06,129,1,9,2,0.0,0,Bra,Corporate,Corporate,0,0,0,F,C,0,Non Refund,50.0,0.0,Contract,Undefined,9.5,134.405,0,2,3.76,No-Show,1,2024-10-09,1037.05,1,October,2024,2.0
HTL016720,City Hotel,London,2025-05-14,2025-06-13,30,1,3,3,2.0,0,Nor,Offline Ta/To,Ta/To,0,0,0,C,C,0,No Deposit,32.0,2.5,Transient,Fb,4.0,105.68,0,3,2.8,Check-Out,0,2025-06-13,422.71,0,June,2025,5.0
HTL016178,City Hotel,Dubai,2024-02-29,2024-06-07,99,0,1,3,0.0,0,Irl,Online Ta,Ta/To,0,0,0,C,C,1,No Deposit,168.0,0.0,Contract,Hb,1.0,122.85,0,1,4.14,Check-Out,0,2024-06-07,122.85,0,June,2024,3.0
HTL020190,Resort Hotel,Phuket,2024-08-16,2025-06-19,307,2,2,4,0.0,0,Swe,Corporate,Corporate,0,0,0,E,E,0,Non Refund,71.0,0.0,Transient-Party,Fb,4.0,233.39,0,0,3.35,Canceled,1,2025-06-21,933.57,1,June,2025,4.0
HTL022281,City Hotel,Phuket,2025-11-06,2025-11-12,6,0,4,1,0.0,0,Sau,Offline Ta/To,Ta/To,0,0,0,E,E,0,Non Refund,96.0,1.0,Group,Bb,4.0,167.75,0,1,4.02,No-Show,1,2025-11-14,671.01,0,November,2025,1.0
HTL013746,Resort Hotel,Phuket,2025-02-20,2025-04-23,62,3,2,2,0.0,0,Nor,Offline Ta/To,Ta/To,0,0,0,C,C,1,No Deposit,40.0,0.0,Group,Fb,5.0,165.06,2,1,3.77,Check-Out,0,2025-04-26,825.32,0,April,2025,2.0
HTL005081,Resort Hotel,Bali,2025-01-02,2025-10-27,298,2,3,2,0.0,0,Chn,Online Ta,Ta/To,0,0,0,B,B,0,Non Refund,179.0,0.0,Contract,Sc,5.0,159.68,0,1,3.06,Canceled,1,2025-10-31,798.39,0,October,2025,2.0
HTL020403,Resort Hotel,Maldives,2025-12-28,2026-04-24,117,3,4,1,0.0,0,Pol,Offline Ta/To,Ta/To,0,0,0,F,F,0,No Deposit,71.0,0.0,Contract,Unknown,7.0,148.85,0,1,4.16,Check-Out,0,2026-04-25,1041.92,0,April,2026,1.0
HTL013987,City Hotel,Lisbon,2024-11-30,2025-01-24,55,0,3,4,1.0,0,Bra,Online Ta,Ta/To,0,0,0,A,A,0,Non Refund,117.0,2.5,Contract,Sc,3.0,73.02,1,1,3.93,Canceled,1,2025-01-27,219.06,0,January,2025,5.0
HTL009060,City Hotel,Dubai,2024-02-24,2025-02-03,345,0,1,2,2.0,0,Chn,Online Ta,Ta/To,0,0,0,H,H,2,Non Refund,35.0,0.0,Contract,Undefined,1.0,153.53,1,2,3.8,Canceled,1,2025-02-03,153.53,0,February,2025,4.0
HTL009564,Resort Hotel,Phuket,2024-12-24,2025-06-06,164,1,2,2,0.0,0,Bra,Online Ta,Ta/To,0,0,0,A,A,0,Non Refund,109.0,0.0,Transient-Party,Fb,3.0,142.9,1,1,4.52,Canceled,1,2025-06-09,428.71,0,June,2025,2.0
HTL000512,Resort Hotel,Algarve,2025-01-04,2026-01-03,364,0,1,2,0.0,0,Usa,Offline Ta/To,Ta/To,0,0,0,E,E,2,Non Refund,172.0,0.0,Group,Fb,1.0,122.2,0,0,4.16,Canceled,1,2026-01-03,122.2,0,January,2026,2.0
HTL014258,City Hotel,Lisbon,2025-08-04,2025-11-27,115,2,0,3,0.0,0,Ind,Corporate,Corporate,0,0,0,F,G,0,Non Refund,1.0,1.0,Transient,Fb,2.0,119.27,0,1,3.65,Canceled,1,2025-11-29,238.54,1,November,2025,3.0
HTL007505,City Hotel,Lisbon,2025-08-25,2025-09-01,7,3,1,2,0.0,0,Nor,Direct,Direct,0,0,0,G,G,0,No Deposit,153.0,0.0,Transient,Bb,4.0,154.78,1,0,3.85,Check-Out,0,2025-09-02,619.13,0,September,2025,2.0
HTL023060,Resort Hotel,Bali,2024-02-21,2024-10-19,241,0,6,4,0.0,0,Unknown,Direct,Direct,0,0,0,D,D,0,Non Refund,1.0,0.0,Transient-Party,Fb,6.0,156.67,0,1,3.4,Canceled,1,2024-10-23,940.03,0,October,2024,4.0
HTL008182,Resort Hotel,Algarve,2024-03-16,2024-12-10,269,1,4,3,0.0,0,Prt,Online Ta,Ta/To,1,0,12,E,E,0,Non Refund,142.0,0.0,Transient-Party,Fb,5.0,188.99,0,3,3.8,Canceled,1,2024-12-15,944.97,0,December,2024,3.0
HTL010650,Resort Hotel,Algarve,2024-12-29,2025-01-25,27,3,2,2,2.0,0,Are,Direct,Direct,0,0,0,H,H,0,No Deposit,64.0,0.0,Transient,Hb,5.0,239.77,0,0,3.75,Check-Out,0,2025-01-25,1198.84,0,January,2025,4.0
HTL008308,City Hotel,Barcelona,2025-08-11,2026-05-26,288,1,4,2,1.0,0,Che,Online Ta,Ta/To,0,0,0,G,G,0,No Deposit,33.0,0.0,Transient,Bb,5.0,164.25,0,2,3.88,Check-Out,0,2026-05-27,821.25,0,May,2026,3.0
HTL021558,Resort Hotel,Phuket,2024-06-08,2025-05-24,350,1,4,2,2.0,0,Deu,Offline Ta/To,Ta/To,0,0,0,D,D,1,No Deposit,35.0,0.0,Contract,Fb,5.0,154.6,0,0,4.47,Canceled,1,2025-05-28,773.0,0,May,2025,4.0
HTL010334,City Hotel,Dubai,2025-12-19,2026-08-13,237,1,1,4,0.0,0,Sau,Offline Ta/To,Ta/To,0,0,0,H,H,0,Non Refund,41.0,2.0,Transient-Party,Hb,2.0,198.9,0,1,4.17,Canceled,1,2026-08-13,397.79,0,August,2026,4.0
HTL024041,City Hotel,Barcelona,2025-08-20,2026-08-17,362,0,3,3,0.0,0,Ind,Offline Ta/To,Ta/To,0,0,0,D,F,0,Non Refund,114.0,0.0,Transient,Undefined,3.0,125.59,0,2,4.25,Canceled,1,2026-08-20,376.78,0,August,2026,3.0
HTL003319,Resort Hotel,Maldives,2024-04-24,2024-11-26,216,2,1,2,0.0,0,Swe,Online Ta,Ta/To,0,0,0,F,F,0,No Deposit,156.0,0.0,Transient,Hb,3.0,196.73,0,0,4.05,Check-Out,0,2024-11-27,590.19,0,November,2024,2.0
HTL023789,City Hotel,Dubai,2024-06-20,2024-08-10,51,1,3,2,0.0,0,Bra,Online Ta,Ta/To,0,0,0,F,F,0,No Deposit,43.0,0.0,Transient-Party,Hb,4.0,178.99,0,1,4.19,Check-Out,0,2024-08-11,715.94,0,August,2024,2.0
